name,st,min,near,use,year,floors,area,src,addr
ザ・パークハビオSOHO大手町,神田,6,神田:6|淡路町:7|大手町:8|新御茶ノ水:9|新日本橋:10,賃貸,2022,13,2287,建築物環境計画書,千代田区内神田一丁目15番16号
ガーデンプラザA,神谷町,2,神谷町:2|六本木一丁目:6|御成門:9|赤羽橋:10|麻布十番:12,分譲,2023,3,10586,建築物環境計画書,港区虎ノ門五丁目8番1号
ガーデンプラザB,神谷町,2,神谷町:2|六本木一丁目:6|御成門:9|赤羽橋:10|麻布十番:12,賃貸,2023,8,31536,建築物環境計画書,港区虎ノ門五丁目9番1号
シティタワー虎ノ門,神谷町,3,神谷町:3|御成門:7|六本木一丁目:9|赤羽橋:13|大門:13,分譲,2024,28,16966,建築物環境計画書,港区虎ノ門三丁目209番1他
ハイホーム福生,福生,10,福生:10,分譲,,,,とどまるマンション,福生市武蔵野台1丁目
シエリア秋葉原EAST,秋葉原,6,秋葉原:6|仲御徒町:7|末広町:8|御徒町:9|岩本町:9,分譲,2023,15,2056,建築物環境計画書,台東区台東一丁目188番1(地名地番)
T&#8217;sgarden稲城,稲城,5,稲城:5|稲城長沼:14,,,,,とどまるマンション,東京都稲城市東長沼
ビューパレー向陽台,稲城,10,稲城:10|稲城長沼:13|南多摩:14,分譲,,,,とどまるマンション,稲城市向陽台2丁目
ルフォンプログレ元浅草マークス,稲荷町,2,稲荷町:2|新御徒町:5|田原町:8|上野:9|仲御徒町:10,賃貸,2022,15,2978,建築物環境計画書,台東区元浅草二丁目1番2号
Brillia 東上野,稲荷町,3,稲荷町:3|新御徒町:5|上野:6|仲御徒町:7|御徒町:8,分譲,2025,14,2396,建築物環境計画書,台東区東上野3丁目35-22の一部
LaSante Ueno,稲荷町,3,稲荷町:3|上野:9|田原町:9|新御徒町:9|入谷:10,賃貸,2022,15,2318,建築物環境計画書,台東区東上野6丁目10番4号
WISTERIA S UENO,稲荷町,3,稲荷町:3|上野:6|新御徒町:9|入谷:10|田原町:11,賃貸,2025,12,2218,建築物環境計画書,台東区東上野五丁目24-12
コンフォリア東上野,稲荷町,3,稲荷町:3|上野:9|田原町:9|新御徒町:9|入谷:10,賃貸,2024,15,9906,建築物環境計画書,台東区東上野六丁目1番14号
メイクス上野,稲荷町,3,稲荷町:3|上野:9|田原町:9|新御徒町:9|入谷:10,賃貸,2023,14,2427,建築物環境計画書,台東区東上野6丁目30-5
ルフォンプログレ上野マークス,稲荷町,3,稲荷町:3|上野:6|新御徒町:9|入谷:10|田原町:11,賃貸,2023,13,2293,建築物環境計画書,台東区東上野5丁目12番3号 (住居表示)
ロイジェントパークス上野,稲荷町,3,稲荷町:3|新御徒町:5|上野:6|仲御徒町:7|御徒町:8,分譲,2025,14,2803,建築物環境計画書,台東区東上野3丁目24-2
ZOOM 浅草 WEST,稲荷町,6,稲荷町:6|田原町:7|入谷:10|新御徒町:11|上野:11,賃貸,2023,12,2024,建築物環境計画書,台東区松が谷2丁目48番1号
パークアクシス上野イースト,稲荷町,6,稲荷町:6|田原町:7|入谷:10|新御徒町:11|上野:11,賃貸,2022,14,3179,建築物環境計画書,台東区松が谷二丁目4番2号(住居表示)
リーブルグラント羽田,穴守稲荷,6,穴守稲荷:6|大鳥居:11,賃貸,2021,6,2559,建築物環境計画書,大田区羽田3丁目3-20
ARKMARK東大井,立会川,4,立会川:4|鮫洲:7|大井町:9|青物横丁:11|大井競馬場前:14,分譲,2025,5,2250,建築物環境計画書,品川区東大井3丁目830番1
コンフォリア東大井II,立会川,4,立会川:4|鮫洲:7|大井町:9|青物横丁:11|大井競馬場前:14,賃貸,2024,15,2080,建築物環境計画書,品川区東大井3丁目16番4号
パークアクシス品川南大井パークフロント,立会川,4,立会川:4|大井競馬場前:10|大森海岸:12|鮫洲:13,賃貸,2024,8,14162,建築物環境計画書,品川区南大井1丁目7-10(住居表示)
Brillia品川大井町,立会川,8,立会川:8|大井町:9|鮫洲:12|西大井:12|下神明:13,分譲,,,,とどまるマンション,品川区大井4丁目
ベルファース大井町グランデ,立会川,8,立会川:8|大井町:9|鮫洲:12|西大井:12|下神明:13,賃貸,2022,14,2929,建築物環境計画書,品川区大井四丁目4番2号
ダイアパレス立川,立川,4,立川:4|西国立:14,分譲,,,,とどまるマンション,立川市曙町2丁目
プラウドタワー立川,立川,4,立川:4|西国立:14,分譲,,,,とどまるマンション,立川市曙町2丁目
ウィルローズ立川,立川,5,立川:5,分譲,2024,11,5234,建築物環境計画書,立川市曙町一丁目22番23号
デュオステージ立川曙町,立川,5,立川:5,分譲,2025,9,2236,建築物環境計画書,立川市曙町一丁目17番9号
プラウド立川錦町,立川,6,立川:6|西国立:10,分譲,2023,15,4513,建築物環境計画書,立川市錦町2丁目2番5号
ZOOM立川NORTH,立川,8,立川:8,賃貸,2022,8,2091,建築物環境計画書,立川市高松町3丁目102番23
グランツレジデンス立川柴崎,立川,11,立川:11,分譲,2022,5,2928,建築物環境計画書,"立川市柴崎町1丁目140-1,-4"
アネシア立川,立川,14,立川:14,分譲,2022,8,8625,建築物環境計画書,立川市高松町2丁目39番14号(住居表示)
アクシルコート竹の塚,竹ノ塚,3,竹ノ塚:3,分譲,,,,とどまるマンション,足立区竹の塚6丁目
コンフォリア竹ノ塚イースト,竹ノ塚,3,竹ノ塚:3,賃貸,2025,10,3141,建築物環境計画書,足立区竹の塚六丁目16番11
シティテラス竹ノ塚,竹ノ塚,3,竹ノ塚:3,分譲,2022,6,7088,建築物環境計画書,足立区竹の塚6丁目18番1号
シティハウス竹ノ塚,竹ノ塚,3,竹ノ塚:3,分譲,,,,とどまるマンション,足立区竹の塚6丁目
ステージグランデ竹ノ塚,竹ノ塚,5,竹ノ塚:5,賃貸,2025,7,2095,建築物環境計画書,足立区竹の塚4-13-12
パークサイド竹ノ塚,竹ノ塚,6,竹ノ塚:6,賃貸,,,,とどまるマンション,足立区竹の塚5丁目
ガーラ・レジデンス西新井パークサイド,竹ノ塚,10,竹ノ塚:10|西新井:14,分譲,2024,9,3599,建築物環境計画書,足立区六月3丁目6番9号
ヴェレーナ パレ・ド・クラッセ,竹ノ塚,13,竹ノ塚:13,分譲,2025,12,5682,建築物環境計画書,足立区西保木間二丁目9番5号
竹の塚ガーデンハウス,竹ノ塚,13,竹ノ塚:13,分譲,,,,とどまるマンション,足立区西保木間2丁目
オープンレジデンシア笹塚,笹塚,2,笹塚:2|代田橋:11,分譲,2025,15,2009,建築物環境計画書,渋谷区笹塚2丁目22番17(住居表示)
ZOOM渋谷笹塚Second,笹塚,6,笹塚:6|代田橋:14|方南町:14,分譲,2023,12,2784,建築物環境計画書,渋谷区 笹塚三丁目43番9号
プライムアーバン笹塚,笹塚,6,笹塚:6|代田橋:14|方南町:14,賃貸,,,,とどまるマンション,渋谷区笹塚三丁目
クラスタ笹塚,笹塚,8,笹塚:8|代田橋:8|方南町:11,分譲,,,,とどまるマンション,杉並区方南1丁目
グランドメゾン等々力,等々力,4,等々力:4|尾山台:7|上野毛:12,分譲,,,,とどまるマンション,世田谷区等々力3丁目
クレヴィア等々力,等々力,5,等々力:5|上野毛:8|尾山台:11,分譲,2025,3,2071,建築物環境計画書,世田谷区中町一丁目64番16
ザ・パークハウス 等々力,等々力,5,等々力:5|上野毛:8|尾山台:11,分譲,2025,3,5431,建築物環境計画書,世田谷区中町一丁目40番3、40番6(地番)
ピアース等々力レジデンス,等々力,10,等々力:10|尾山台:11|上野毛:14,分譲,2024,6,3142,建築物環境計画書,世田谷区等々力八丁目12番4号
GREEN PARK 築地,築地,3,築地:3|新富町:4|東銀座:4|八丁堀:11|新橋:13,,,,,中央区防災認定,中央区築地7-14-12
GREEN PARK 銀座デ・プレ,築地,3,築地:3|新富町:4|東銀座:4|八丁堀:11|新橋:13,,,,,中央区防災認定,中央区築地2-11-12
パークホームズ築地グリーンサイド,築地,3,築地:3|新富町:4|東銀座:4|八丁堀:11|新橋:13,,,,,中央区防災認定,中央区築地7-3-10
ル・リアン 築地,築地,3,築地:3|新富町:4|東銀座:4|八丁堀:11|新橋:13,分譲・賃貸,2023,12,3356,建築物環境計画書,中央区築地2-12-11
レフィール築地レジデンス,築地,3,築地:3|新富町:4|東銀座:4|八丁堀:11|新橋:13,,,,,中央区防災認定,中央区築地2-15-10
レフィール銀座フロント,築地,3,築地:3|新富町:4|東銀座:4|八丁堀:11|新橋:13,,,,,中央区防災認定,中央区築地4-4-1
GRAN PASEO 銀座築地,築地,6,築地:6|勝どき:8|新富町:10|東銀座:11|月島:13,賃貸,2024,12,3298,建築物環境計画書,中央区築地六丁目2306番地9、2306番地10、2306番地16
オーベル明石町レジデンス,築地,6,築地:6|新富町:7|月島:9|八丁堀:11|勝どき:11,,,,,中央区防災認定,中央区明石町2-19
グランスイート明石町,築地,6,築地:6|新富町:7|月島:9|八丁堀:11|勝どき:11,,,,,中央区防災認定,中央区明石町5-12
オーベルグランディオ萩中,糀谷,6,糀谷:6|雑色:13|京急蒲田:14|大鳥居:15,分譲,,,,とどまるマンション,大田区萩中1丁目
ステージグランデ京急蒲田,糀谷,6,糀谷:6|京急蒲田:8|梅屋敷:12|大鳥居:13,賃貸,2023,8,2326,建築物環境計画書,大田区西糀谷1丁目2697番1
山田興業株式会社 共同住宅,糀谷,6,糀谷:6|雑色:13|京急蒲田:14|大鳥居:15,分譲・賃貸,2025,7,2997,建築物環境計画書,大田区萩中一丁目133-21の一部、-23の一部、135-3の一部、133-15、134
プライムアーバン経堂,経堂,5,経堂:5|豪徳寺:13,賃貸,,,,とどまるマンション,世田谷区宮坂三丁目
プラウドジェム 世田谷経堂,経堂,5,経堂:5|豪徳寺:13,分譲,,,,とどまるマンション,世田谷区宮坂三丁目
ザ・パークハウス経堂レジデンス,経堂,7,経堂:7|千歳船橋:10,分譲,,,,とどまるマンション,世田谷区経堂5丁目
経堂パーク・マンション,経堂,7,経堂:7|千歳船橋:10,分譲,,,,とどまるマンション,世田谷区経堂5丁目
パーク・ハイム赤堤,経堂,10,経堂:10|下高井戸:11|豪徳寺:11|桜上水:15,分譲,,,,とどまるマンション,世田谷区赤堤3丁目
シティハウス綾瀬,綾瀬,5,綾瀬:5,分譲,2023,14,5138,建築物環境計画書,足立区綾瀬二丁目17番3
リビオレゾン綾瀬ステーションプレミア,綾瀬,5,綾瀬:5|青井:9|五反野:14,分譲,2023,13,3324,建築物環境計画書,足立区綾瀬四丁目502番7(地番)
アドグランデ綾瀬,綾瀬,6,綾瀬:6,分譲,2022,9,2157,建築物環境計画書,足立区綾瀬6-29-10
ブリシア綾瀬,綾瀬,9,綾瀬:9,分譲,2022,6,3568,建築物環境計画書,足立区東綾瀬一丁目17番22号
センチュリー東綾瀬,綾瀬,11,綾瀬:11|北綾瀬:13|青井:14,分譲,2023,7,2855,建築物環境計画書,足立区東綾瀬二丁目17番17号
パークホームズ自由が丘,緑が丘,4,緑が丘:4|奥沢:9|大岡山:9|自由が丘:10|都立大学:12,分譲,,,,とどまるマンション,目黒区緑が丘1丁目
ピアース都立大学,緑が丘,4,緑が丘:4|奥沢:9|大岡山:9|自由が丘:10|都立大学:12,分譲,2022,3,4253,建築物環境計画書,目黒区緑が丘1丁目2272番
カーメスト石川台 B号棟,緑が丘,7,緑が丘:7|大岡山:7|石川台:8|洗足池:11|奥沢:11,賃貸,2023,3,2403,建築物環境計画書,大田区石川町一丁目8番1
ピアース練馬レジデンス,練馬,5,練馬:5|豊島園:11|桜台:13,分譲,2025,8,5480,建築物環境計画書,練馬区豊玉北6丁目10番2(地名地番)
プラウドタワー練馬,練馬,8,練馬:8|豊島園:9|中村橋:11,分譲,,,,とどまるマンション,練馬区中村北1丁目
オーベル練馬センティア,練馬,9,練馬:9|都立家政:15|豊島園:15,分譲,,,,とどまるマンション,練馬区豊玉中4丁目
バウスステージ練馬豊玉,練馬,9,練馬:9|桜台:13,賃貸,2024,5,2432,建築物環境計画書,練馬区豊玉中3丁目 1 番 10号
Brillia練馬春日町,練馬春日町,3,練馬春日町:3|豊島園:12,分譲,2023,8,6063,建築物環境計画書,練馬区春日町3丁目35番7号
オーベル練馬春日町ヒルズ,練馬春日町,3,練馬春日町:3|豊島園:12,分譲,2025,3,2530,建築物環境計画書,練馬区春日町三丁目2016番1
レーベン練馬春日町 GRAN WARD TERRACE,練馬春日町,8,練馬春日町:8|豊島園:9,分譲,2022,3,3760,建築物環境計画書,練馬区春日町一丁目2315番1 他
D&#8217;レスティア石神井公園,練馬高野台,6,練馬高野台:6|石神井公園:9,,,,,とどまるマンション,練馬区高野台3丁目
ZOOM練馬高野台,練馬高野台,9,練馬高野台:9|石神井公園:13,賃貸,2026,8,2368,建築物環境計画書,練馬区高野台4丁目2561番50
エンゼルハイム石神井公園 壱番館,練馬高野台,9,練馬高野台:9|石神井公園:13,分譲,,,,とどまるマンション,練馬区高野台4丁目
エンゼルハイム石神井公園 弐番館,練馬高野台,9,練馬高野台:9|石神井公園:13,分譲,,,,とどまるマンション,練馬区高野台4丁目
Brillia 自由が丘,自由が丘,4,自由が丘:4|奥沢:5|九品仏:9|田園調布:11|緑が丘:12,分譲,2024,7,5583,建築物環境計画書,世田谷区奥沢五丁目27番19号
ザ・パークハウス 自由が丘フロント,自由が丘,4,自由が丘:4|奥沢:5|九品仏:9|田園調布:11|緑が丘:12,分譲,2023,7,2685,建築物環境計画書,世田谷区奥沢五丁目23番15号
La Perla Jiyugaoka,自由が丘,7,自由が丘:7|緑が丘:8|奥沢:9|都立大学:11|大岡山:14,賃貸,2025,3,1401,建築物環境計画書,目黒区緑が丘二丁目1番9号
ディアナコート自由が丘テラス,自由が丘,7,自由が丘:7|緑が丘:8|奥沢:9|都立大学:11|大岡山:14,分譲,2025,3,2227,建築物環境計画書,目黒区緑が丘二丁目8番17号
グランディア ラフィーネ,船堀,3,船堀:3,賃貸,2026,10,2662,建築物環境計画書,江戸川区船堀四丁目844番1の一部、846番1の一部
サンヴェール船堀,船堀,3,船堀:3,分譲,,,,とどまるマンション,江戸川区船堀4丁目
ライオンズ ガーデンテラス船堀,船堀,3,船堀:3,分譲,,,,とどまるマンション,江戸川区船堀3丁目
ルフォン船堀 ザ・タワーレジデンス,船堀,3,船堀:3,分譲,2025,20,12101,建築物環境計画書,江戸川区船堀3丁目5番27
アーバンパーク船堀,船堀,7,船堀:7,賃貸,2024,7,4434,建築物環境計画書,江戸川区松江五丁目6番8号
ローレルコート船堀 ブリーズステージ,船堀,7,船堀:7,分譲,2025,8,5016,建築物環境計画書,江戸川区松江五丁目21番2号
ローレルコート船堀エアリーステージ,船堀,7,船堀:7,分譲,2024,11,4050,建築物環境計画書,江戸川区松江五丁目19番14号
ガーラ・レジデンス船堀プロムナード,船堀,14,船堀:14,分譲,2023,11,2297,建築物環境計画書,江戸川区松江4丁目13番8号
サンクレイドル船堀III,船堀,14,船堀:14,分譲,2024,14,4261,建築物環境計画書,江戸川区松江4丁目430-8他
シルクボーテ,船堀,14,船堀:14,賃貸,2024,10,5036,建築物環境計画書,江戸川区松江4丁目14-6
アーバイルスパシエ芝浦BAY-SIDE,芝浦ふ頭,2,芝浦ふ頭:2|日の出:12|田町:12|三田:14,分譲,,,,とどまるマンション,港区海岸3丁目
パークアクシス芝浦キャナル,芝浦ふ頭,2,芝浦ふ頭:2|日の出:12|田町:12|三田:14,賃貸,2022,10,4255,建築物環境計画書,港区海岸三丁目2番3号
ボヌールコート芝浦,芝浦ふ頭,2,芝浦ふ頭:2|日の出:12|田町:12|三田:14,賃貸,2021,12,5138,建築物環境計画書,港区海岸3丁目12-4
インプレストタワー芝浦エアレジデンス,芝浦ふ頭,6,芝浦ふ頭:6|田町:7|三田:8|日の出:9|芝公園:14,分譲,,,,とどまるマンション,港区芝浦2丁目
オアーゼ芝浦レジデンス,芝浦ふ頭,6,芝浦ふ頭:6|田町:7|三田:8|日の出:9|芝公園:14,賃貸,,,,とどまるマンション,港区芝浦2丁目
プラウド八幡山,芦花公園,4,芦花公園:4|八幡山:5|千歳烏山:12|上北沢:14,分譲,2025,14,6945,建築物環境計画書,世田谷区南烏山一丁目178番2
シティテラス小金井公園,花小金井,6,花小金井:6,分譲,,,,とどまるマンション,小平市花小金井南町一丁目
ルピアコート花小金井,花小金井,6,花小金井:6,分譲,2026,5,3757,建築物環境計画書,小平市花小金井六丁目127番1
シェグラン花小金井ハイライズ,花小金井,12,花小金井:12,分譲,,,,とどまるマンション,小平市花小金井7丁目
武蔵野スカイハイツ,花小金井,12,花小金井:12,分譲,,,,とどまるマンション,西東京市芝久保町4丁目
AIFLAT若松河田,若松河田,2,若松河田:2|早稲田:9|牛込柳町:9|東新宿:11|曙橋:12,賃貸,2023,13,2641,建築物環境計画書,新宿区若松町28-36(住居表示)
プラウドフラット新宿河田町,若松河田,4,若松河田:4|曙橋:7|牛込柳町:8|四谷三丁目:12|早稲田:13,賃貸,,,,とどまるマンション,新宿区河田町
若林コンド,若林,3,若林:3|松陰神社前:4|世田谷:8|上町:12|三軒茶屋:14,分譲,,,,とどまるマンション,世田谷区若林4丁目
クレヴィア三軒茶屋,若林,4,若林:4|三軒茶屋:7|松陰神社前:9|世田谷:14,分譲,2023,5,4595,建築物環境計画書,世田谷区若林一丁目13番3号
ピアース若林レジデンス,若林,5,若林:5|松陰神社前:7|世田谷:11|豪徳寺:13|世田谷代田:14,分譲,2022,4,3600,建築物環境計画書,世田谷区若林五丁目32番7号
プレミスト世田谷梅丘,若林,8,若林:8|松陰神社前:10|世田谷代田:11|豪徳寺:11|世田谷:13,分譲,2024,4,2792,建築物環境計画書,世田谷区梅丘三丁目1398番130
ブランズ日本橋茅場町,茅場町,1,茅場町:1|水天宮前:7|人形町:8|八丁堀:9|三越前:10,,,,,中央区防災認定,中央区日本橋茅場町3-6-4
パークアクシス日本橋茅場町ステーションゲート,茅場町,2,茅場町:2|八丁堀:6|水天宮前:9|人形町:11|三越前:11,賃貸,2023,12,2055,建築物環境計画書,中央区日本橋茅場町二丁目5-9(住居表示)
東京アムフラット,茅場町,2,茅場町:2|三越前:7|人形町:9|八丁堀:9|水天宮前:9,,,,,中央区防災認定,中央区日本橋兜町19-7
グラウス日本橋小網町,茅場町,4,茅場町:4|人形町:5|水天宮前:6|三越前:9|新日本橋:11,,,,,中央区防災認定,中央区日本橋小網町15-7
パークハウスリヴレーヌ,茅場町,8,茅場町:8|水天宮前:8|八丁堀:8|門前仲町:13|人形町:14,,,,,中央区防災認定,中央区新川2-30-10
プラウドフラット隅田リバーサイド,茅場町,8,茅場町:8|水天宮前:8|八丁堀:8|門前仲町:13|人形町:14,賃貸,,,,とどまるマンション,中央区新川1丁目
中銀東京日本橋マンシオン,茅場町,8,茅場町:8|水天宮前:8|八丁堀:8|門前仲町:13|人形町:14,,,,,中央区防災認定,中央区新川2-14-2
秀和新川レジデンス,茅場町,8,茅場町:8|水天宮前:8|八丁堀:8|門前仲町:13|人形町:14,,,,,中央区防災認定,中央区新川2-31-11
アヴァン文京小日向,茗荷谷,3,茗荷谷:3|江戸川橋:10|護国寺:13,分譲,,,,とどまるマンション,文京区小日向4丁目
オープンレジデンシア小石川ヒルズ,茗荷谷,4,茗荷谷:4|江戸川橋:14|護国寺:14|千石:15|白山:15,分譲,2023,7,2597,建築物環境計画書,文京区小石川五丁目27番1
ミリアレジデンス茗荷谷,茗荷谷,5,茗荷谷:5|新大塚:10|護国寺:10|千石:14,賃貸,,,,とどまるマンション,文京区大塚3丁目
シティテラス文京小石川,茗荷谷,8,茗荷谷:8|江戸川橋:12|春日:13|後楽園:14|白山:15,分譲,2023,7,10627,建築物環境計画書,文京区小石川4丁目14番31号
ユーカリハイツ小石川,茗荷谷,8,茗荷谷:8|江戸川橋:12|春日:13|後楽園:14|白山:15,分譲,,,,とどまるマンション,文京区小石川4丁目
アトラス品川中延,荏原中延,2,荏原中延:2|中延:7|戸越:8|戸越公園:9|戸越銀座:9,分譲,,,,とどまるマンション,品川区中延2丁目
ザ・パークハビオ 荏原中延プレイス,荏原中延,3,荏原中延:3|戸越:6|戸越公園:6|中延:7|戸越銀座:7,賃貸,2023,14,2395,建築物環境計画書,品川区東中延1丁目12番11号
ザ・パークハビオ 荏原中延駅前,荏原中延,3,荏原中延:3|戸越:6|戸越公園:6|中延:7|戸越銀座:7,賃貸,2023,13,4987,建築物環境計画書,品川区東中延1丁目9番13号
東中延一丁目 11 番地区防災街区整備事業に係る防災施設建築物,荏原中延,3,荏原中延:3|戸越:6|戸越公園:6|中延:7|戸越銀座:7,賃貸,2026,14,4170,建築物環境計画書,品川区東中延一丁目 382 番 7、382番 17、382 番20、382 番21、382 番 22、387 番 4
Brillia品川中延,荏原町,5,荏原町:5|中延:5|馬込:8|荏原中延:11|旗の台:11,分譲,,,,とどまるマンション,品川区中延6丁目
アジールコート品川中延サウス,荏原町,5,荏原町:5|中延:5|馬込:8|荏原中延:11|旗の台:11,分譲,2023,8,2223,建築物環境計画書,品川区中延6丁目4番2号
クレヴィア荏原町GARDEN,荏原町,6,荏原町:6|旗の台:8|馬込:9|長原:9|中延:12,分譲,2025,7,5091,建築物環境計画書,大田区北馬込一丁目30番7号(住居表示)
プライム荏原町,荏原町,6,荏原町:6|旗の台:8|馬込:9|長原:9|中延:12,分譲,2026,7,2976,建築物環境計画書,大田区北馬込1丁目17番15号
cordelia荻窪,荻窪,4,荻窪:4,賃貸,2023,8,2832,建築物環境計画書,東京都杉並区上荻一丁目14番12号
ピアース西荻窪レジデンス,荻窪,4,荻窪:4,分譲,2022,8,2178,建築物環境計画書,杉並区上荻10番9号
ルジェンテ荻窪,荻窪,4,荻窪:4,分譲,,,,とどまるマンション,杉並区上荻1丁目
ルピナス荻窪カワヨマンション,荻窪,4,荻窪:4,分譲,,,,とどまるマンション,杉並区荻窪5丁目
プラウドフラット荻窪II,荻窪,5,荻窪:5,賃貸,,,,とどまるマンション,杉並区荻窪四丁目
マンション荻窪台,荻窪,5,荻窪:5,分譲,,,,とどまるマンション,杉並区天沼3丁目
クレヴィア荻窪,荻窪,7,荻窪:7|阿佐ケ谷:13,分譲,2024,8,2996,建築物環境計画書,杉並区天沼2丁目73-18
パークグレイス荻窪,荻窪,10,荻窪:10,賃貸,2025,3,3014,建築物環境計画書,杉並区荻窪二丁目43-25
ブランシエスタ荻窪,荻窪,10,荻窪:10,賃貸,2025,9,2599,建築物環境計画書,杉並区荻窪2丁目67、68-1
ボヌール荻窪,荻窪,10,荻窪:10|南阿佐ケ谷:11|阿佐ケ谷:13,分譲,,,,とどまるマンション,杉並区荻窪3丁目
リビオ荻窪レジデンス,荻窪,13,荻窪:13,分譲,,,,とどまるマンション,杉並区南荻窪一丁目
ガーラ・ステーション菊川,菊川,1,菊川:1|森下:9|住吉:12|清澄白河:12,分譲,,,,とどまるマンション,墨田区菊川2丁目
リビオメゾン森下,菊川,3,菊川:3|清澄白河:9|森下:9|住吉:13,賃貸,2023,8,2450,建築物環境計画書,江東区森下四丁目21番7
ソーシャルコート錦糸町,菊川,6,菊川:6|住吉:6|錦糸町:9,賃貸,,,,とどまるマンション,墨田区江東橋5丁目
パークアクシス錦糸町スタイルズ,菊川,6,菊川:6|住吉:6|錦糸町:9,賃貸,2022,7,2484,建築物環境計画書,墨田区江東橋五丁目12番13号(住居表示)
プライムアーバン錦糸町,菊川,6,菊川:6|住吉:6|錦糸町:9,賃貸,,,,とどまるマンション,墨田区江東橋5丁目
パークハウス清澄白河タワー,菊川,8,菊川:8|清澄白河:11|住吉:12|森下:14,分譲,,,,とどまるマンション,江東区白河4丁目
プラザ元加賀,菊川,8,菊川:8|清澄白河:11|住吉:12|森下:14,分譲,,,,とどまるマンション,江東区白河4丁目
GENOVIA両国VI green veil,菊川,9,菊川:9|森下:12|錦糸町:12|両国:13,分譲,2022,12,4268,建築物環境計画書,墨田区緑3丁目17番11号
LA BELJOUR錦糸町,菊川,9,菊川:9|錦糸町:9|住吉:12|森下:15,賃貸,2021,9,2521,建築物環境計画書,墨田区緑四丁目2番8
グランカーサ両国ヴェルデ,菊川,9,菊川:9|森下:12|錦糸町:12|両国:13,分譲,2023,9,2413,建築物環境計画書,墨田区緑三丁目21番2号(住居表示)
プラウドフラット錦糸町II,菊川,9,菊川:9|錦糸町:9|住吉:12|森下:15,賃貸,,,,とどまるマンション,墨田区緑4丁目
プラウドフラット錦糸町ウエスト,菊川,9,菊川:9|錦糸町:9|住吉:12|森下:15,賃貸,2025,13,3390,建築物環境計画書,墨田区緑四丁目1番1
ザ・パークハウス 東中野プレイス,落合,5,落合:5|東中野:7|中井:9|下落合:12|大久保:14,分譲,2026,19,6057,建築物環境計画書,中野区東中野5丁目36番5、36番6(地番)
パークタワー東中野グランドエア,落合,5,落合:5|東中野:7|中井:9|下落合:12|大久保:14,分譲,2024,25,13502,建築物環境計画書,中野区東中野5丁目55-7
プラウドフラット東中野,落合,5,落合:5|東中野:7|中井:9|下落合:12|大久保:14,賃貸,,,,とどまるマンション,中野区東中野五丁目
プレディア東中野,落合,5,落合:5|東中野:7|中井:9|下落合:12|大久保:14,分譲,2023,5,3081,とどまるマンション／建築物環境計画書,中野区東中野5丁目17番27号
バウスクロス 北新宿,落合,8,落合:8|東中野:9|大久保:11|新大久保:13|中井:13,賃貸,2022,10,2712,建築物環境計画書,新宿区北新宿4丁目10番3
ミリアレジデンス北新宿,落合,8,落合:8|東中野:9|大久保:11|新大久保:13|中井:13,賃貸,,,,とどまるマンション,新宿区北新宿4丁目
ハイコーポ長島,葛西,4,葛西:4|西葛西:13,分譲,,,,とどまるマンション,江戸川区中葛西3丁目
コンフォリア中葛西,葛西,5,葛西:5|西葛西:11,分譲・賃貸,2026,7,2149,建築物環境計画書,江戸川区中葛西五丁目20番5
オープンレジデンシア葛西,葛西,6,葛西:6,分譲,2025,9,2479,建築物環境計画書,江戸川区東葛西六丁目24番3(地番)
デュオフラッツ葛西,葛西,6,葛西:6,賃貸,2024,15,2731,とどまるマンション／建築物環境計画書,江戸川区東葛西6丁目9番6号(住居表示)
プラウド葛西,葛西,6,葛西:6,分譲,,,,とどまるマンション,江戸川区東葛西6丁目
プレシス葛西プロスタイル,葛西,6,葛西:6,分譲,2023,8,3068,建築物環境計画書,江戸川区東葛西5丁目1845-1外
東葛西ビル,葛西,6,葛西:6,賃貸,,,,とどまるマンション,江戸川区東葛西5丁目
ヌーベルメゾン ヤマヤII,葛西,8,葛西:8|西葛西:9,賃貸,2024,8,2279,建築物環境計画書,江戸川区中葛西4丁目16-7、-8
ダイアパレス葛西,葛西,9,葛西:9,分譲,,,,とどまるマンション,江戸川区東葛西7丁目
アルファグランデ葛西,葛西,11,葛西:11|西葛西:15,分譲,,,,とどまるマンション,江戸川区中葛西1丁目
ポレスター葛西,葛西,12,葛西:12|西葛西:14,分譲,2025,10,2762,建築物環境計画書,江戸川区中葛西7丁目8番12
三生・エンゼルハイム中葛西,葛西,12,葛西:12|西葛西:14,分譲,,,,とどまるマンション,江戸川区中葛西7丁目
ガーラ・レジデンス葛西,葛西,14,葛西:14,分譲,2022,12,2549,建築物環境計画書,江戸川区南葛西一丁目13番13号
アリーナコースト,葛西臨海公園,9,葛西臨海公園:9,分譲,,,,とどまるマンション,江戸川区臨海町5丁目
ザ・パークハウス葛西臨海公園,葛西臨海公園,9,葛西臨海公園:9,分譲,,,,とどまるマンション,江戸川区臨海町五丁目
コスモ葛西臨海公園ロイヤルコート,葛西臨海公園,13,葛西臨海公園:13,分譲,,,,とどまるマンション,江戸川区南葛西5丁目
ヴィルヌーブ葛西臨海公園,葛西臨海公園,13,葛西臨海公園:13,分譲,,,,とどまるマンション,江戸川区南葛西5丁目
スタイリオ蒲田II,蒲田,4,蒲田:4|蓮沼:5|京急蒲田:13|矢口渡:14,賃貸,,,,とどまるマンション,大田区西蒲田七丁目
