name,st,min,near,use,year,floors,area,src,addr
ミリアレジデンス中野坂上,中野新橋,6,中野新橋:6|西新宿五丁目:7|中野坂上:10|中野富士見町:13,賃貸,,,,とどまるマンション,中野区弥生町1丁目
ミリアレジデンス中野弥生町,中野新橋,6,中野新橋:6|西新宿五丁目:7|中野坂上:10|中野富士見町:13,賃貸,,,,とどまるマンション,中野区弥生町1丁目
グランドメゾン中野南レジデンス,中野新橋,9,中野新橋:9|中野富士見町:11|西新宿五丁目:13|初台:15,分譲,,,,とどまるマンション,中野区南台1丁目
エス・テラス南青山,乃木坂,4,乃木坂:4|青山一丁目:5|外苑前:8|六本木:12|赤坂:13,分譲・賃貸,2022,14,2768,建築物環境計画書,港区南青山6-8-2
日興ロイヤルパレス西麻布,乃木坂,10,乃木坂:10|表参道:10|外苑前:12|六本木:13|広尾:14,分譲,,,,とどまるマンション,港区西麻布2丁目
パークホームズ杉並久我山,久我山,5,久我山:5|高井戸:14,分譲,2024,5,5289,建築物環境計画書,杉並区久我山五丁目289-1
烏山寺町コート,久我山,14,久我山:14,分譲,,,,とどまるマンション,世田谷区北烏山5丁目
サンプラザ田園調布,九品仏,3,九品仏:3|自由が丘:8|田園調布:11|奥沢:11|尾山台:12,分譲,,,,とどまるマンション,世田谷区奥沢6丁目
ピアース自由が丘レジデンス,九品仏,3,九品仏:3|自由が丘:8|尾山台:9|奥沢:14,分譲,2021,5,2610,建築物環境計画書,世田谷区奥沢七丁目8番5他、目黒区自由が丘三丁目73番1
東京レジデンス,九段下,5,九段下:5|水道橋:5|飯田橋:8|神保町:10|後楽園:11,分譲,,,,とどまるマンション,千代田区飯田橋2丁目
プライムアーバン番町,九段下,7,九段下:7|飯田橋:11|市ケ谷:12|半蔵門:12|神保町:14,賃貸,,,,とどまるマンション,千代田区九段南二丁目
ACP Residence 亀戸,亀戸,4,亀戸:4|亀戸水神:5|東あずま:11|西大島:14|大島:15,分譲,2024,11,2796,建築物環境計画書,江東区亀戸5丁目161番4他(地名地番)
ALTERNA亀戸III,亀戸,4,亀戸:4|亀戸水神:8|西大島:9|大島:11,分譲,2023,15,2497,建築物環境計画書,江東区亀戸6丁目28番10号
ARTESSIMO CLAIRTORTE(アルテシモ クレアトルテ),亀戸,4,亀戸:4|亀戸水神:8|西大島:9|大島:11,分譲,2022,13,2810,建築物環境計画書,江東区亀戸6丁目42番7号
アルファコート亀戸2,亀戸,4,亀戸:4|亀戸水神:5|東あずま:11|西大島:14|大島:15,賃貸,2024,5,3778,建築物環境計画書,江東区亀戸5丁目43番4
ドゥーエ亀戸,亀戸,4,亀戸:4|亀戸水神:8|西大島:9|大島:11,賃貸,2022,14,6280,建築物環境計画書,江東区亀戸6丁目28番3.4.6.7.8.10.11
プラウドタワー亀戸クロス ゲートタワー,亀戸,4,亀戸:4|亀戸水神:8|西大島:9|大島:11,分譲,,,,とどまるマンション,江東区亀戸6丁目
プラウドタワー亀戸クロス ブライトタワー,亀戸,4,亀戸:4|亀戸水神:8|西大島:9|大島:11,分譲,,,,とどまるマンション,江東区亀戸6丁目
プラウドフラット亀戸ステーションプレイス,亀戸,4,亀戸:4|亀戸水神:8|西大島:9|大島:11,賃貸,2023,14,3522,建築物環境計画書,江東区亀戸六丁目57番23
TRADIS 亀戸,亀戸,5,亀戸:5|錦糸町:9|西大島:10|住吉:12|亀戸水神:14,賃貸,2022,13,2428,建築物環境計画書,江東区亀戸一丁目31番6号(住居表示)
プライムアーバン亀戸,亀戸,6,亀戸:6|錦糸町:9|亀戸水神:13|西大島:15,賃貸,,,,とどまるマンション,江東区亀戸2丁目
レガリス亀戸,亀戸水神,6,亀戸水神:6|大島:10|亀戸:11|東大島:14|平井:15,分譲,2024,14,2276,建築物環境計画書,江東区亀戸七丁目30番19号(住居表示)
エクステ東大島,亀戸水神,10,亀戸水神:10|平井:12|東大島:12|大島:14,分譲,,,,とどまるマンション,江東区亀戸9丁目
ザ・パークハウス 亀戸九丁目,亀戸水神,10,亀戸水神:10|平井:12|東大島:12|大島:14,分譲,2025,13,7715,建築物環境計画書,江東区亀戸9丁目303
ラフィーネハイツ,亀戸水神,10,亀戸水神:10|平井:12|東大島:12|大島:14,分譲,,,,とどまるマンション,江東区亀戸9丁目
プライムアーバン亀有,亀有,3,亀有:3,賃貸,,,,とどまるマンション,葛飾区亀有三丁目
リビオ亀有ステーションプレミア,亀有,3,亀有:3,分譲,2026,15,2682,建築物環境計画書,葛飾区亀有3丁目27番2号
クリオ亀有ガーデンマークス,亀有,11,亀有:11|北綾瀬:12,分譲,2023,8,2939,建築物環境計画書,足立区東和4丁目67番91
リビオセゾン亀有,亀有,12,亀有:12,賃貸,2022,7,2472,建築物環境計画書,葛飾区西亀有3丁目27-22
ルフォンエチュード亀有,亀有,12,亀有:12,賃貸,2024,11,2203,建築物環境計画書,葛飾区亀有一丁目27番5
藤和シティコープ亀有,亀有,12,亀有:12,分譲,,,,とどまるマンション,葛飾区亀有1丁目
グランディ二子玉川園,二子玉川,4,二子玉川:4|上野毛:12,分譲,,,,とどまるマンション,世田谷区玉川2丁目
シティハウス二子玉川,二子玉川,4,二子玉川:4|上野毛:12,分譲,,,,とどまるマンション,世田谷区玉川2丁目
ディアナコート二子玉川翠景,二子玉川,4,二子玉川:4|上野毛:12,分譲,2024,5,3634,建築物環境計画書,世田谷区玉川二丁目1495番2
プラウドタワー二子玉川,二子玉川,4,二子玉川:4,分譲,,,,とどまるマンション,世田谷区玉川三丁目
プラウド二子玉川,二子玉川,5,二子玉川:5|上野毛:10,分譲,2024,12,11909,建築物環境計画書,世田谷区玉川一丁目1937-44(地番)
マイキャッスル瀬田,二子玉川,11,二子玉川:11|用賀:11|上野毛:12,分譲,,,,とどまるマンション,世田谷区瀬田2丁目
ザ・パークハビオ五反田,五反田,3,五反田:3|大崎広小路:6|不動前:9|目黒:10|大崎:13,賃貸,2022,14,2336,建築物環境計画書,品川区西五反田二丁目17番地12
プラウド五反田,五反田,3,五反田:3|大崎広小路:6|不動前:9|目黒:10|大崎:13,分譲,2023,18,11643,建築物環境計画書,品川区西五反田2丁目31番2号
グランドメゾン池田山,五反田,5,五反田:5|目黒:9|高輪台:9|大崎広小路:10|白金台:13,分譲,,,,とどまるマンション,品川区東五反田5丁目
ハピーディラ レジデンス,五反野,4,五反野:4|梅島:12,賃貸,2022,10,2703,建築物環境計画書,足立区足立4丁目1-1
イニシア東京五反野,五反野,10,五反野:10|北千住:14,分譲,2024,8,3290,建築物環境計画書,足立区足立2丁目1192-1他
オープンレジデンシア井荻ステーションサイド,井荻,4,井荻:4|下井草:12|上井草:14,分譲,2024,7,2695,建築物環境計画書,杉並区井草三丁目5番6他(地番)
パークホームズ杉並柿ノ木,井荻,5,井荻:5|上井草:11|下井草:15,分譲,,,,とどまるマンション,杉並区上井草1丁目
ル・サンクアイリスタワー,京急蒲田,3,京急蒲田:3|梅屋敷:7|蒲田:9|糀谷:14,分譲,,,,とどまるマンション,大田区蒲田3丁目
L ́axe 京急蒲田,京急蒲田,4,京急蒲田:4|糀谷:7|蒲田:12|梅屋敷:12,賃貸,2022,13,2531,建築物環境計画書,大田区南蒲田一丁目26-2(住居表示)
イニシア蒲田,京急蒲田,4,京急蒲田:4|蒲田:7|糀谷:12|梅屋敷:12,分譲,,,,とどまるマンション,大田区蒲田四丁目
プラウドフラット蒲田,京急蒲田,4,京急蒲田:4|蒲田:7|糀谷:12|梅屋敷:12,賃貸,,,,とどまるマンション,大田区蒲田4丁目
プラウドフラット蒲田II,京急蒲田,4,京急蒲田:4|蒲田:7|糀谷:12|梅屋敷:12,賃貸,,,,とどまるマンション,大田区蒲田4丁目
サンクレイドル 小岩II,京成小岩,4,京成小岩:4|小岩:10,分譲,2022,10,3904,建築物環境計画書,江戸川区北小岩2丁目816、817番
ランカ小岩,京成小岩,4,京成小岩:4|小岩:10,分譲,2024,11,3371,建築物環境計画書,江戸川区北小岩2丁目531番2
Fiona(フィオナ),京成小岩,5,京成小岩:5|小岩:8,賃貸,,,,とどまるマンション,江戸川区西小岩5丁目
Alphonse(アルフォンス),京成小岩,6,京成小岩:6|新柴又:12|小岩:14,賃貸,,,,とどまるマンション,葛飾区鎌倉1丁目
JOANA(ジョアンナ),京成小岩,6,京成小岩:6|新柴又:12|小岩:14,賃貸,,,,とどまるマンション,葛飾区鎌倉1丁目
Tiana(ティアナ),京成小岩,6,京成小岩:6|新柴又:12|小岩:14,賃貸,,,,とどまるマンション,葛飾区鎌倉1丁目
ルーベンス,京成小岩,6,京成小岩:6|新柴又:12|小岩:14,,,,,とどまるマンション,葛飾区鎌倉1丁目
ライオンズマンション墨田リバーサイド,京成曳舟,4,京成曳舟:4|東向島:7|曳舟:7|八広:12|小村井:15,分譲,,,,とどまるマンション,東京都墨田区八広
ルフォンプログレ押上EAST,京成曳舟,6,京成曳舟:6|曳舟:8|小村井:10|とうきょうスカイツリー:11|東向島:15,賃貸,2024,7,3796,建築物環境計画書,墨田区京島二丁目9-9
AZEST立石II,京成立石,9,京成立石:9|四ツ木:11|お花茶屋:12,賃貸,2023,7,2349,建築物環境計画書,葛飾区立石二丁目167番1、167番2(地名地番)
アーバンパーク立石,京成立石,9,京成立石:9|四ツ木:11|お花茶屋:12,賃貸,2023,13,3707,建築物環境計画書,葛飾区立石2丁目338-2
サングランデ立石,京成立石,9,京成立石:9|四ツ木:11|お花茶屋:12,分譲,2021,8,2479,建築物環境計画書,葛飾区立石二丁目11番15
シティウインズブライトゲート,京成立石,10,京成立石:10,分譲,,,,とどまるマンション,葛飾区東立石一丁目
イニシア千住曙町,京成関屋,4,京成関屋:4|牛田:4|北千住:15,分譲,,,,とどまるマンション,足立区千住曙町
シテヌーブ北千住30 A棟,京成関屋,4,京成関屋:4|牛田:4|北千住:15,分譲,,,,とどまるマンション,足立区千住曙町
シテヌーブ北千住30 B棟,京成関屋,4,京成関屋:4|牛田:4|北千住:15,分譲,,,,とどまるマンション,足立区千住曙町
シテヌーブ北千住30 C棟,京成関屋,4,京成関屋:4|牛田:4|北千住:15,分譲,,,,とどまるマンション,足立区千住曙町
けやき通り北弐番館,京成関屋,10,京成関屋:10|牛田:11|南千住:13,分譲,,,,とどまるマンション,荒川区南千住8丁目
はなみずき通り北六番館,京成関屋,10,京成関屋:10|牛田:11|南千住:13,分譲,,,,とどまるマンション,荒川区南千住八丁目
トキアス,京成関屋,10,京成関屋:10|牛田:11|南千住:13,分譲,,,,とどまるマンション,荒川区南千住8丁目
東京フロンティアシティ アーバンフォート,京成関屋,10,京成関屋:10|牛田:11|南千住:13,分譲,,,,とどまるマンション,荒川区南千住8丁目
東京フロンティアシティ パーク&パークス,京成関屋,10,京成関屋:10|牛田:11|南千住:13,分譲,,,,とどまるマンション,荒川区南千住8丁目
アーバンパーク高砂,京成高砂,8,京成高砂:8|青砥:12,分譲,2022,7,6872,建築物環境計画書,葛飾区高砂6丁目5番15号
ワコーレ高砂,京成高砂,13,京成高砂:13|柴又:13,分譲,,,,とどまるマンション,葛飾区新宿3丁目
MAXIV 八王子 TRE,京王八王子,3,京王八王子:3|八王子:8,分譲,2025,13,2888,建築物環境計画書,八王子市明神町四丁目1-2、-4
カームマンション明神町,京王八王子,3,京王八王子:3|八王子:8,賃貸,,,,とどまるマンション,八王子市明神町4丁目
SHOKEN Residence八王子,京王八王子,7,京王八王子:7|八王子:12,分譲,2025,10,4172,建築物環境計画書,"八王子市明神町一丁目120-2,-7,-8"
ル・アール八王子,京王八王子,12,京王八王子:12,分譲,,,,とどまるマンション,八王子市大和田町3丁目
エクセレントシティ八王子クラウズ,京王八王子,14,京王八王子:14,分譲,2022,5,5475,建築物環境計画書,八王子市大和田町五丁目228番9
サンクレイドル京王八王子,京王八王子,14,京王八王子:14,分譲,2025,6,2846,建築物環境計画書,八王子市大和田町五丁目15番5
長池公園せせらぎ通り南団地 1号棟、2号棟、3号棟,京王堀之内,12,京王堀之内:12,分譲,,,,とどまるマンション,八王子市別所2丁目
いずみビル,京王多摩センター,5,京王多摩センター:5|小田急多摩センター:5|松が谷:11,賃貸,,,,とどまるマンション,多摩市鶴牧1丁目
フォンテン24,京王多摩センター,5,京王多摩センター:5|小田急多摩センター:5|松が谷:11,賃貸,,,,とどまるマンション,多摩市鶴牧1丁目
リエス多摩センター,京王多摩センター,7,京王多摩センター:7|小田急多摩センター:7|松が谷:7,賃貸,,,,とどまるマンション,多摩市愛宕4丁目
インペリアル京王多摩川フラット,京王多摩川,3,京王多摩川:3,分譲,,,,とどまるマンション,調布市多摩川5丁目
エーリ・フローレンスB,京王永山,8,京王永山:8|小田急永山:8,賃貸,,,,とどまるマンション,多摩市馬引沢2丁目
馬引沢UNIT,京王永山,8,京王永山:8|小田急永山:9,賃貸,,,,とどまるマンション,多摩市馬引沢1丁目
プラウド日本橋人形町,人形町,1,人形町:1|小伝馬町:7|水天宮前:7|馬喰横山:8|浜町:8,分譲,,,,とどまるマンション／中央区防災認定,中央区日本橋人形町三丁目
プラウド日本橋人形町ディアージュ,人形町,1,人形町:1|小伝馬町:7|水天宮前:7|馬喰横山:8|浜町:8,分譲,,,,とどまるマンション／中央区防災認定,中央区日本橋人形町三丁目
プラウド日本橋人形町パサージュ,人形町,1,人形町:1|小伝馬町:7|水天宮前:7|馬喰横山:8|浜町:8,分譲,,,,とどまるマンション,中央区日本橋人形町3丁目
The Stage Ningyocho,人形町,2,人形町:2|水天宮前:5|茅場町:7|浜町:8|小伝馬町:9,賃貸,2024,9,2875,建築物環境計画書,中央区日本橋人形町3-104-1、-2
エクセルシオール日本橋人形町,人形町,2,人形町:2|水天宮前:5|茅場町:7|浜町:8|小伝馬町:9,,,,,中央区防災認定,中央区日本橋人形町1-6-5
パークホームズ日本橋人形町ザ レジデンス,人形町,2,人形町:2|水天宮前:5|茅場町:7|浜町:8|小伝馬町:9,,,,,中央区防災認定,中央区日本橋人形町2-26-8
リガーレ日本橋人形町,人形町,2,人形町:2|水天宮前:5|茅場町:7|浜町:8|小伝馬町:9,分譲,,,,とどまるマンション／中央区防災認定,中央区日本橋人形町1丁目
GREENPARK日本橋堀留町,人形町,3,人形町:3|小伝馬町:4|馬喰横山:5|東日本橋:6|馬喰町:7,分譲,,,,とどまるマンション,中央区日本橋堀留町2丁目
アスデュール日本橋人形町,人形町,3,人形町:3|小伝馬町:4|新日本橋:7|馬喰横山:7|馬喰町:8,,,,,中央区防災認定,中央区日本橋堀留町2-10-11
ザ・パークハビオ 日本橋三越前,人形町,3,人形町:3|小伝馬町:4|新日本橋:7|馬喰横山:7|馬喰町:8,賃貸,2025,10,2833,建築物環境計画書,中央区日本橋堀留町1丁目2番16、同17、同18計3筆
ステージグランデ日本橋人形町,人形町,3,人形町:3|浜町:5|水天宮前:5|東日本橋:8|馬喰横山:9,賃貸,2022,10,2461,建築物環境計画書,中央区日本橋人形町二丁目17番2
