"種類","価格情報区分","市区町村コード","都道府県名","市区町村名","地区名","最寄駅：名称","最寄駅：距離（分）","取引価格（総額）","間取り","面積（㎡）","建築年","建物の構造","用途","今後の利用目的","都市計画","建ぺい率（％）","容積率（％）","取引時期","改装","取引の事情等"
"中古マンション等","成約価格情報","13101","東京都","千代田区","九段南","九段下",7,72000000,"１ＬＤＫ",45,"2000年","ＳＲＣ","","","商業","","","2025年第2四半期","",""
"中古マンション等","成約価格情報","13101","東京都","千代田区","九段南","市ケ谷",6,29000000,"１Ｋ",25,"2003年","ＲＣ","","","商業","","","2025年第2四半期","",""
"中古マンション等","成約価格情報","13101","東京都","千代田区","東神田","秋葉原",10,21000000,"１Ｒ",50,"1984年","ＳＲＣ","","","商業","","","2025年第2四半期","",""
"中古マンション等","成約価格情報","13101","東京都","千代田区","東神田","馬喰町",5,67000000,"１ＬＤＫ",45,"2012年","ＳＲＣ","","","商業","","","2025年第2四半期","",""
"中古マンション等","成約価格情報","13101","東京都","千代田区","東神田","岩本町",4,26000000,"１Ｋ",25,"2001年","ＳＲＣ","","","１種住居","","","2025年第2四半期","",""
"中古マンション等","成約価格情報","13101","東京都","千代田区","神田三崎町","水道橋",3,77000000,"２ＬＤＫ",45,"2013年","ＲＣ","","","商業","","","2025年第2四半期","",""
"中古マンション等","成約価格情報","13101","東京都","千代田区","神田三崎町","水道橋",3,66000000,"１ＬＤＫ",35,"2013年","ＲＣ","","","商業","","","2025年第2四半期","",""
"中古マンション等","成約価格情報","13101","東京都","千代田区","内神田","大手町(東京)",5,65000000,"１Ｋ",30,"2022年","ＲＣ","","","商業","","","2025年第3四半期","",""
"中古マンション等","成約価格情報","13101","東京都","千代田区","内神田","神田(東京)",5,17000000,"１Ｒ",20,"1979年","ＳＲＣ","","","商業","","","2025年第3四半期","",""
"中古マンション等","成約価格情報","13101","東京都","千代田区","内神田","神田(東京)",5,20000000,"１Ｒ",20,"1979年","ＳＲＣ","","","商業","","","2025年第3四半期","",""
"中古マンション等","成約価格情報","13101","東京都","千代田区","神田駿河台","御茶ノ水",1,16000000,"１Ｒ",20,"1977年","ＳＲＣ","","","商業","","","2025年第3四半期","",""
"中古マンション等","成約価格情報","13101","東京都","千代田区","神田錦町","竹橋",6,27000000,"１Ｋ",25,"2007年","ＲＣ","","","商業","","","2025年第3四半期","",""
"中古マンション等","成約価格情報","13101","東京都","千代田区","神田錦町","神保町",5,30000000,"１Ｋ",25,"2003年","ＳＲＣ","","","商業","","","2025年第3四半期","",""
"中古マンション等","成約価格情報","13101","東京都","千代田区","神田錦町","大手町(東京)",5,49000000,"１Ｋ",30,"2017年","ＲＣ","","","商業","","","2025年第3四半期","",""
"中古マンション等","成約価格情報","13101","東京都","千代田区","九段南","市ケ谷",4,150000000,"１ＬＤＫ",65,"2008年","ＲＣ","","","商業","","","2025年第3四半期","",""
"中古マンション等","成約価格情報","13101","東京都","千代田区","九段南","市ケ谷",7,28000000,"１Ｋ",25,"2000年","ＲＣ","","","商業","","","2025年第3四半期","",""
"中古マンション等","成約価格情報","13101","東京都","千代田区","九段南","市ケ谷",8,45000000,"１ＬＤＫ",35,"1982年","ＳＲＣ","","","商業","","","2025年第3四半期","",""
"中古マンション等","成約価格情報","13101","東京都","千代田区","九段南","市ケ谷",2,190000000,"３ＬＤＫ",110,"1985年","ＳＲＣ","","","商業","","","2025年第3四半期","",""
"中古マンション等","成約価格情報","13101","東京都","千代田区","東神田","馬喰町",5,65000000,"１ＬＤＫ",40,"2012年","ＳＲＣ","","","商業","","","2025年第3四半期","",""
"中古マンション等","成約価格情報","13101","東京都","千代田区","東神田","秋葉原",6,34000000,"１Ｋ",25,"2001年","ＳＲＣ","","","商業","","","2025年第3四半期","",""
"中古マンション等","成約価格情報","13101","東京都","千代田区","東神田","馬喰町",5,71000000,"１ＬＤＫ",40,"2012年","ＳＲＣ","","","商業","","","2025年第3四半期","",""
"中古マンション等","成約価格情報","13101","東京都","千代田区","東神田","馬喰町",5,61000000,"１ＬＤＫ",40,"2012年","ＳＲＣ","","","商業","","","2025年第3四半期","",""
"中古マンション等","成約価格情報","13101","東京都","千代田区","神田三崎町","水道橋",3,70000000,"１ＬＤＫ",40,"2013年","ＲＣ","","","商業","","","2025年第3四半期","",""
"中古マンション等","成約価格情報","13101","東京都","千代田区","神田三崎町","水道橋",3,85000000,"１ＬＤＫ",50,"2015年","ＲＣ","","","商業","","","2025年第3四半期","",""
"中古マンション等","成約価格情報","13101","東京都","千代田区","内神田","神田(東京)",5,19000000,"１Ｋ",20,"1979年","ＳＲＣ","","","商業","","","2025年第4四半期","",""
"中古マンション等","成約価格情報","13101","東京都","千代田区","内神田","大手町(東京)",5,160000000,"２ＬＤＫ",55,"2015年","ＲＣ","","","商業","","","2025年第4四半期","",""
"中古マンション等","成約価格情報","13101","東京都","千代田区","内神田","神田(東京)",5,18000000,"１Ｒ",20,"1979年","ＳＲＣ","","","商業","","","2025年第4四半期","",""
"中古マンション等","成約価格情報","13101","東京都","千代田区","内神田","神田(東京)",3,39000000,"１Ｋ",25,"2005年","ＲＣ","","","商業","","","2025年第4四半期","",""
"中古マンション等","成約価格情報","13101","東京都","千代田区","内神田","大手町(東京)",6,130000000,"２ＬＤＫ",50,"2014年","ＲＣ","","","商業","","","2025年第4四半期","",""
"中古マンション等","成約価格情報","13101","東京都","千代田区","神田淡路町","新御茶ノ水",3,340000000,"３ＬＤＫ",75,"2013年","ＳＲＣ","","","商業","","","2025年第4四半期","",""
"中古マンション等","成約価格情報","13101","東京都","千代田区","神田淡路町","新御茶ノ水",3,260000000,"３ＬＤＫ",75,"2013年","ＳＲＣ","","","商業","","","2025年第4四半期","",""
"中古マンション等","成約価格情報","13101","東京都","千代田区","神田淡路町","新御茶ノ水",3,170000000,"１ＬＤＫ",55,"2013年","ＳＲＣ","","","商業","","","2025年第4四半期","",""
"中古マンション等","成約価格情報","13101","東京都","千代田区","神田淡路町","新御茶ノ水",3,21000000,"１Ｒ",25,"1984年","ＳＲＣ","","","商業","","","2025年第4四半期","",""
"中古マンション等","成約価格情報","13101","東京都","千代田区","神田駿河台","水道橋",6,270000000,"３ＬＤＫ",85,"2018年","ＲＣ","","","商業","","","2025年第4四半期","",""
"中古マンション等","成約価格情報","13101","東京都","千代田区","神田駿河台","御茶ノ水",6,17000000,"１Ｒ",20,"1975年","ＳＲＣ","","","商業","","","2025年第4四半期","",""
"中古マンション等","成約価格情報","13101","東京都","千代田区","東神田","馬喰町",4,18000000,"１Ｒ",25,"1981年","ＲＣ","","","商業","","","2025年第4四半期","",""
"中古マンション等","成約価格情報","13101","東京都","千代田区","東神田","岩本町",6,29000000,"１Ｋ",25,"2005年","ＳＲＣ","","","商業","","","2025年第4四半期","",""
"中古マンション等","成約価格情報","13101","東京都","千代田区","東神田","岩本町",5,52000000,"１ＤＫ",30,"2006年","ＲＣ","","","商業","","","2025年第4四半期","",""
"中古マンション等","成約価格情報","13101","東京都","千代田区","東神田","馬喰町",2,70000000,"１ＬＤＫ",40,"2012年","ＲＣ","","","商業","","","2025年第4四半期","",""
"中古マンション等","成約価格情報","13101","東京都","千代田区","飯田橋","九段下",4,190000000,"２ＬＤＫ",70,"2003年","ＲＣ","","","商業","","","2025年第2四半期","",""
"中古マンション等","成約価格情報","13101","東京都","千代田区","飯田橋","九段下",4,110000000,"１ＬＤＫ",55,"2003年","ＲＣ","","","商業","","","2025年第2四半期","",""
"中古マンション等","成約価格情報","13101","東京都","千代田区","飯田橋","飯田橋",5,120000000,"２ＬＤＫ",85,"1985年","ＳＲＣ","","","商業","","","2025年第2四半期","",""
"中古マンション等","成約価格情報","13101","東京都","千代田区","飯田橋","九段下",4,250000000,"２ＬＤＫ",90,"2003年","ＲＣ","","","商業","","","2025年第2四半期","",""
"中古マンション等","成約価格情報","13101","東京都","千代田区","飯田橋","九段下",4,24000000,"１Ｋ",25,"1997年","ＳＲＣ","","","商業","","","2025年第2四半期","",""
"中古マンション等","成約価格情報","13101","東京都","千代田区","飯田橋","飯田橋",2,120000000,"１ＬＤＫ＋Ｓ",65,"1999年","ＳＲＣ","","","商業","","","2025年第2四半期","",""
"中古マンション等","成約価格情報","13101","東京都","千代田区","飯田橋","九段下",5,280000000,"２ＬＤＫ",85,"2003年","ＲＣ","","","商業","","","2025年第2四半期","",""
"中古マンション等","成約価格情報","13101","東京都","千代田区","飯田橋","飯田橋",5,160000000,"２ＬＤＫ",65,"2007年","ＲＣ","","","商業","","","2025年第2四半期","",""
"中古マンション等","成約価格情報","13101","東京都","千代田区","飯田橋","九段下","",29000000,"１Ｋ",25,"2004年","鉄骨造","","","商業","","","2025年第2四半期","",""
"中古マンション等","成約価格情報","13101","東京都","千代田区","一番町","半蔵門",4,190000000,"１ＬＤＫ＋Ｓ",80,"2004年","ＳＲＣ","","","２種住居","","","2025年第2四半期","",""
"中古マンション等","成約価格情報","13101","東京都","千代田区","一番町","麹町",6,85000000,"１Ｒ",55,"1981年","ＲＣ","","","商業","","","2025年第2四半期","",""
"中古マンション等","成約価格情報","13101","東京都","千代田区","一番町","半蔵門",1,60000000,"１ＬＤＫ",50,"1979年","ＲＣ","","","商業","","","2025年第2四半期","",""
"中古マンション等","成約価格情報","13101","東京都","千代田区","一番町","半蔵門",2,200000000,"２ＬＤＫ",70,"2022年","ＲＣ","","","２種住居","","","2025年第2四半期","",""
"中古マンション等","成約価格情報","13101","東京都","千代田区","一番町","半蔵門",3,430000000,"３ＬＤＫ",95,"2018年","ＲＣ","","","２種住居","","","2025年第2四半期","",""
"中古マンション等","成約価格情報","13101","東京都","千代田区","一番町","半蔵門",2,200000000,"２ＬＤＫ",70,"2008年","ＲＣ","","","商業","","","2025年第2四半期","",""
"中古マンション等","成約価格情報","13101","東京都","千代田区","一番町","半蔵門",2,73000000,"１ＬＤＫ",55,"1977年","ＲＣ","","","２種住居","","","2025年第2四半期","",""
"中古マンション等","成約価格情報","13101","東京都","千代田区","一番町","半蔵門",3,530000000,"３ＬＤＫ",120,"2001年","ＳＲＣ","","","２種住居","","","2025年第2四半期","",""
"中古マンション等","成約価格情報","13101","東京都","千代田区","一番町","半蔵門",3,300000000,"２ＬＤＫ",90,"2001年","ＳＲＣ","","","２種住居","","","2025年第2四半期","",""
